groundtruth,dist_orig,dist_noisy,robustness_score
1.0,0.0110020405,0.05670496,0.9986398
1.0,0.029393863,0.08253271,0.99573755
1.0,0.05030559,0.19596925,0.9935587
1.0,0.031869058,0.42327437,0.95765233
1.0,0.009313302,0.1441214,0.994742
1.0,0.008658416,0.32127386,0.9762318
1.0,0.01874598,0.04323818,0.9997989
1.0,0.035514824,0.09944754,0.99511737
1.0,0.016882204,0.1033511,0.99821115
1.0,0.025888758,0.32758984,0.978156
1.0,0.023350049,0.117281735,0.99505734
1.0,0.34239778,0.5818014,0.8094384
1.0,0.0296825,0.178925,0.99276376
1.0,0.09654861,0.060113825,0.99522
1.0,0.010803877,0.1647285,0.9951296
1.0,0.02471353,0.20303161,0.9907479
1.0,0.03001174,0.12337266,0.9966313
1.0,0.024395354,0.40029147,0.95731425
1.0,0.021889191,0.05617151,0.99875426
1.0,0.020596305,0.05522566,0.99879
1.0,0.0143402945,0.06661843,0.9987509
1.0,0.039850995,0.071963124,0.99823785
1.0,0.03072139,0.05426587,0.9990475
1.0,0.018658027,0.06101131,0.9992137
1.0,0.12701707,0.35206228,0.9621831
1.0,0.021217754,0.10372192,0.99716324
1.0,0.040758006,0.117276326,0.99737537
1.0,0.018961513,0.10515812,0.9959283
1.0,0.019321362,0.09557108,0.99739766
1.0,0.0129662175,0.21355413,0.98798937
1.0,0.043221194,0.20519751,0.9939152
1.0,0.02923295,0.030394869,0.99960876
1.0,0.072550215,0.9249008,0.78754467
1.0,0.061415646,0.32955456,0.97921836
1.0,0.012008142,0.2434322,0.9085101
1.0,0.043663595,0.27132875,0.9865961
1.0,0.03428876,0.14857344,0.9972649
1.0,0.042322483,0.23695683,0.9824313
1.0,0.010303078,0.079280935,0.9984969
1.0,0.024713539,0.50242144,0.9541472
1.0,0.13392378,1.1989052,0.6568563
1.0,0.027448658,0.030902458,0.9991813
1.0,0.029697338,0.044016898,0.9993838
1.0,0.012195062,0.09596038,0.99811155
1.0,0.014891193,0.5032659,0.94494355
1.0,0.02335449,0.3706907,0.9673465
1.0,0.057973735,0.2953915,0.9787572
1.0,0.034867283,0.08303045,0.99642843
1.0,0.0021027608,0.04567948,0.9995788
1.0,0.055887546,0.21859147,0.9932654
0.0,1.2532908,1.0850235,0.9806366
0.0,1.443839,1.6080816,0.97199583
0.0,1.322314,1.5507348,0.9699362
0.0,1.9788041,1.9466722,0.9887228
0.0,1.5537667,1.7216119,0.825662
0.0,1.9749504,1.9674548,0.9963553
0.0,1.3259903,1.5982682,0.9570713
0.0,1.062201,1.0017842,0.9800602
0.0,1.5034231,1.469637,0.9956984
0.0,1.9865361,1.9314569,0.9688737
0.0,1.980623,1.9746938,0.9997185
0.0,1.3256695,1.4268076,0.99282837
0.0,1.4421325,1.4055057,0.8411958
0.0,1.9867582,1.9747963,0.99513084
0.0,1.9793291,1.9791023,0.99795496
0.0,1.9800123,1.9818773,0.99903697
0.0,1.522349,1.5501549,0.96843326
0.0,1.9773009,1.9683537,0.99915385
0.0,1.3231016,1.2822741,0.8675194
0.0,1.3256695,1.3833,0.9954442
0.0,1.2643098,1.2904323,0.9607434
0.0,1.3045583,1.2662954,0.9699819
0.0,1.6429,1.6825348,0.9420876
0.0,1.2634083,1.2109193,0.962422
0.0,1.4394581,1.0846313,0.93717885
0.0,1.4258233,1.5044553,0.92140937
0.0,1.9799423,1.952698,0.990347
0.0,1.9820993,1.9587293,0.99366546
0.0,0.9866324,0.98787206,0.85404694
0.0,1.5855155,1.7982682,0.9477375
0.0,1.6652205,1.789925,0.96103406
0.0,1.9803073,1.9521676,0.960136
0.0,1.5225188,1.5635011,0.9724866
0.0,1.2774726,1.4515481,0.7928353
0.0,1.523467,1.2280627,0.52978915
0.0,1.0776224,0.84196645,0.974842
0.0,1.979655,1.9615335,0.97969365
0.0,1.287568,1.4432828,0.81700575
0.0,1.2111753,0.77295667,0.90567917
0.0,1.245931,1.0416136,0.97604984
0.0,1.364716,0.82171214,0.8458064
0.0,1.1755455,0.8476968,0.9345957
0.0,1.3941984,1.5088978,0.9543319
0.0,1.9810643,1.9686983,0.9975928
0.0,1.9755145,1.9542785,0.99416065
0.0,1.9758328,1.8171484,0.9100858
0.0,1.1856955,1.1255927,0.42643994
0.0,1.2484797,1.0729127,0.9761202
0.0,1.56843,1.521796,0.96719015
0.0,1.2464254,1.2355778,0.90381265
